iter	Passed	Remaining
469	676	763
470	677	760
471	678	758
472	678	756
473	679	754
474	680	751
475	680	749
476	681	747
477	682	744
478	682	742
479	683	740
480	684	738
481	687	738
482	688	736
483	689	734
484	689	732
485	690	730
486	691	728
487	692	726
488	693	724
489	694	722
490	694	720
491	695	718
492	696	716
493	696	713
494	697	711
495	698	709
496	698	707
497	700	705
498	701	703
499	701	701
500	702	699
501	703	697
502	703	695
503	704	693
504	705	691
505	705	689
506	706	687
507	707	684
508	707	682
509	708	680
510	709	679
511	710	677
512	711	675
513	711	672
514	712	670
515	713	668
516	713	666
517	717	667
518	718	665
519	718	663
520	719	661
521	720	659
522	721	657
523	722	655
524	723	654
525	724	652
526	724	650
527	725	648
528	726	646
529	726	644
530	727	642
531	728	640
532	729	639
533	730	637
534	731	635
535	732	633
536	732	631
537	733	629
538	734	627
539	734	625
540	735	624
541	736	622
542	736	620
543	737	618
544	738	616
545	739	614
546	740	612
547	740	610
548	741	609
549	742	607
550	745	607
551	746	605
552	747	604
553	748	602
554	749	600
555	749	598
556	750	596
557	751	595
558	751	593
559	752	591
560	753	589
561	754	587
562	754	585
563	755	584
564	756	582
565	757	580
566	757	578
567	759	577
568	760	576
569	761	574
570	763	573
571	764	571
572	764	569
573	765	568
574	766	566
575	767	564
576	767	562
577	768	561
578	769	559
579	770	558
580	772	556
581	774	556
582	776	555
583	777	553
584	777	551
585	778	550
586	779	548
587	780	546
588	780	544
589	781	542
590	782	541
591	783	539
592	783	538
593	784	536
594	785	534
595	785	532
596	786	531
597	787	529
598	788	528
599	789	526
600	790	524
601	791	522
602	791	521
603	792	519
604	792	517
605	793	515
606	794	514
607	794	512
608	795	510
609	796	508
610	796	507
611	797	505
612	798	504
613	799	502
614	799	500
615	800	498
616	801	497
617	801	495
618	802	493
619	803	492
620	804	491
621	805	489
622	806	487
623	807	486
624	807	484
625	808	482
626	809	481
627	809	479
628	810	478
629	811	476
630	812	474
631	812	473
632	813	471
633	814	470
634	815	468
635	816	467
636	817	465
637	818	464
638	818	462
639	819	461
640	820	459
641	820	457
642	821	456
643	822	454
644	823	453
645	823	451
646	824	450
647	825	448
648	826	446
649	826	445
650	827	443
651	828	442
652	828	440
653	829	438
654	832	438
655	833	437
656	834	435
657	835	434
658	835	432
659	836	430
660	837	429
661	837	427
662	838	426
663	839	424
664	840	423
665	840	421
666	841	420
667	842	418
668	842	417
669	843	415
670	844	413
671	844	412
672	846	411
673	847	409
674	847	408
675	848	406
676	849	405
677	849	403
678	850	402
679	851	400
680	852	399
681	853	398
682	854	396
683	856	395
684	857	394
685	858	393
686	863	393
687	865	392
688	866	391
689	867	389
690	870	389
691	871	387
692	872	386
693	873	385
694	875	384
695	876	383
696	877	381
697	878	380
698	879	378
699	881	377
700	883	376
701	884	375
702	885	373
703	886	372
704	890	372
705	892	371
706	893	370
707	894	368
708	895	367
709	896	366
710	898	365
711	899	363
712	900	362
713	901	360
714	902	359
715	904	358
716	906	357
717	908	356
718	910	355
719	914	355
720	916	354
721	924	355
722	927	355
723	929	354
724	930	353
725	937	353
726	939	352
727	942	352
728	944	351
729	947	350
730	958	352
731	960	351
732	961	350
733	963	349
734	967	348
735	969	347
736	972	347
737	975	346
738	977	345
739	978	343
740	979	342
741	987	343
742	988	342
743	992	341
744	1005	344
745	1007	342
746	1008	341
747	1009	340
748	1010	338
749	1010	336
750	1015	336
751	1016	335
752	1017	333
753	1018	332
754	1018	330
755	1019	329
756	1020	327
757	1021	326
758	1022	324
759	1023	323
760	1023	321
761	1024	320
762	1025	318
763	1025	316
764	1027	315
765	1028	314
766	1029	312
767	1030	311
768	1030	309
769	1031	308
770	1032	306
771	1032	305
772	1033	303
773	1034	301
774	1035	300
775	1036	299
776	1036	297
777	1037	296
778	1038	294
779	1038	292
780	1039	291
781	1040	289
782	1040	288
783	1044	287
784	1045	286
785	1046	284
786	1047	283
787	1047	281
788	1048	280
789	1049	278
790	1049	277
791	1050	275
792	1051	274
793	1052	272
794	1052	271
795	1053	269
796	1053	268
797	1054	266
798	1055	265
799	1056	264
800	1058	262
801	1058	261
802	1059	260
803	1060	258
804	1061	257
805	1062	255
806	1062	254
807	1063	252
808	1064	251
809	1065	249
810	1065	248
811	1066	246
812	1067	245
813	1067	244
814	1068	242
815	1069	241
816	1069	239
817	1073	238
818	1074	237
819	1075	236
820	1076	234
821	1076	233
822	1077	231
823	1078	230
824	1079	228
825	1079	227
826	1080	226
827	1081	224
828	1082	223
829	1082	221
830	1083	220
831	1084	218
832	1084	217
833	1085	216
834	1086	214
835	1087	213
836	1088	212
837	1089	210
838	1090	209
839	1090	207
840	1091	206
841	1091	204
842	1092	203
843	1093	202
844	1094	200
845	1095	199
846	1095	197
847	1096	196
848	1097	195
849	1097	193
850	1098	192
851	1099	190
852	1101	189
853	1102	188
854	1103	187
855	1104	185
856	1105	184
857	1105	183
858	1106	181
859	1107	180
860	1107	178
861	1108	177
862	1109	176
863	1110	174
864	1110	173
865	1111	171
866	1112	170
867	1112	169
868	1113	167
869	1114	166
870	1115	165
871	1116	163
872	1117	162
873	1118	161
874	1118	159
875	1119	158
876	1120	157
877	1120	155
878	1121	154
879	1122	153
880	1122	151
881	1123	150
882	1124	148
883	1124	147
884	1125	146
885	1126	144
886	1126	143
887	1127	142
888	1128	140
889	1128	139
890	1132	138
891	1133	137
892	1135	136
893	1137	134
894	1139	133
895	1140	132
896	1140	131
897	1141	129
898	1142	128
899	1143	127
900	1143	125
901	1145	124
902	1146	123
903	1147	121
904	1148	120
905	1149	119
906	1150	117
907	1150	116
908	1151	115
909	1152	113
910	1152	112
911	1153	111
912	1154	109
913	1155	108
914	1155	107
915	1156	106
916	1156	104
917	1157	103
918	1158	102
919	1161	100
920	1162	99
921	1163	98
922	1164	97
923	1164	95
924	1165	94
925	1166	93
926	1167	91
927	1167	90
928	1168	89
929	1169	88
930	1170	86
931	1170	85
932	1171	84
933	1172	82
934	1173	81
935	1174	80
936	1175	79
937	1176	77
938	1177	76
939	1177	75
940	1178	73
941	1179	72
942	1179	71
943	1180	70
944	1181	68
945	1181	67
946	1182	66
947	1183	64
948	1184	63
949	1184	62
950	1185	61
951	1186	59
952	1186	58
953	1187	57
954	1188	55
955	1190	54
956	1191	53
957	1192	52
958	1193	51
959	1194	49
960	1194	48
961	1195	47
962	1196	45
963	1196	44
964	1197	43
965	1198	42
966	1199	40
967	1199	39
968	1200	38
969	1201	37
970	1201	35
971	1202	34
972	1203	33
973	1205	32
974	1206	30
975	1207	29
976	1208	28
977	1209	27
978	1209	25
979	1210	24
980	1211	23
981	1211	22
982	1212	20
983	1213	19
984	1214	18
985	1214	17
986	1215	16
987	1216	14
988	1217	13
989	1220	12
990	1221	11
991	1222	9
992	1222	8
993	1223	7
994	1224	6
995	1225	4
996	1225	3
997	1226	2
998	1227	1
999	1228	0
